blockId,zone,blockType,siteQuality,agroZone,soilClass,slopeClass,areaHa,plantingYear,rotationAge,firstThinningYear,secondThinningYear,finalHarvestYear,treesPerHa,avgDBH_cm,avgHeight_m,stocking_m3_per_ha,heartwoodShare_pct,riskIndex,roadDistance_km,marketDistance_km,nextOperationType,nextOperationYear,priorityScore
846,Zone-1,Farmer,Excellent,High Rainfall,Loam,Steep,21.76,2020,27,2029,2035,2047,1111,5.7,7.6,18.85,14.0,47.6,8.04,58.47,FirstThinning,2029,95.7
847,Zone-3,Farmer,Excellent,Low Rainfall,Laterite,Flat,6.89,1999,35,2006,2013,2034,816,26.1,25.6,92.07,50.9,59.6,8.72,49.87,FinalHarvest,2034,89.9
848,Zone-3,Block,Poor,Medium Rainfall,Sandy,Moderate,8.95,2004,22,2012,2016,2026,1600,27.9,28.5,142.33,39.7,40.7,4.45,44.08,FinalHarvest,2026,96.3
849,Zone-1,Block,Excellent,Medium Rainfall,Laterite,Moderate,15.92,2004,30,2011,2020,2034,1600,42.7,29.1,395.63,41.3,55.4,13.36,46.1,FinalHarvest,2034,91.1
850,Zone-5,Estate,Medium,Medium Rainfall,Clay,Steep,18.55,2015,22,2023,2028,2037,1600,10.7,10.3,40.89,18.9,41.3,6.13,76.52,SecondThinning,2028,94.5
851,Zone-2,Block,Medium,Medium Rainfall,Loam,Steep,14.13,2003,21,2010,2015,2024,1600,42.2,23.2,276.68,43.8,42.0,9.42,78.59,FinalHarvestOverdue,2025,98.0
852,Zone-4,Estate,Poor,High Rainfall,Laterite,Moderate,15.8,2006,21,2015,2022,2027,1111,24.3,16.6,127.47,34.6,60.5,14.36,44.0,FinalHarvest,2027,99.7
853,Zone-3,Farmer,Medium,Low Rainfall,Laterite,Steep,7.53,2011,22,2021,2026,2033,1111,27.5,16.4,67.92,31.6,43.2,3.04,21.77,SecondThinning,2026,96.8
854,Zone-2,Farmer,Excellent,Low Rainfall,Sandy,Moderate,10.9,2007,31,2016,2021,2038,1111,20.4,19.0,84.5,40.5,59.9,15.52,74.46,FinalHarvest,2038,87.6
855,Zone-1,Block,Excellent,Medium Rainfall,Loam,Steep,12.36,1995,30,2004,2007,2025,1111,29.7,30.5,223.93,59.9,68.7,11.81,35.4,FinalHarvestOverdue,2025,100.0
856,Zone-2,Boundary,Medium,High Rainfall,Loam,Moderate,4.82,2005,24,2015,2017,2029,625,19.0,14.7,26.92,42.4,44.5,8.63,72.24,FinalHarvest,2029,93.3
857,Zone-2,Estate,Poor,Medium Rainfall,Loam,Flat,4.2,2006,20,2013,2018,2026,1600,26.9,16.6,37.51,33.4,57.5,19.76,51.08,FinalHarvest,2026,100.0
858,Zone-2,Farmer,Excellent,Medium Rainfall,Sandy,Moderate,15.24,2014,33,2021,2030,2047,816,19.4,17.7,104.66,25.5,44.7,15.54,43.62,SecondThinning,2030,91.7
859,Zone-4,Farmer,Good,Low Rainfall,Laterite,Moderate,16.96,2017,29,2027,2031,2046,625,12.5,11.9,50.46,19.1,52.5,18.62,64.57,FirstThinning,2027,97.9
860,Zone-3,Boundary,Medium,Low Rainfall,Laterite,Gentle,17.88,1996,20,2003,2012,2016,625,42.5,21.8,331.32,63.0,43.8,14.48,26.19,FinalHarvestOverdue,2025,98.8
861,Zone-3,Boundary,Medium,High Rainfall,Laterite,Steep,10.84,2015,25,2024,2028,2040,625,17.2,11.9,44.37,18.6,51.7,6.97,8.67,SecondThinning,2028,95.3
862,Zone-3,Block,Medium,Medium Rainfall,Laterite,Steep,19.81,2005,23,2013,2019,2028,1111,24.6,21.7,211.5,42.5,66.0,3.76,70.19,FinalHarvest,2028,99.0
863,Zone-2,Boundary,Excellent,Low Rainfall,Laterite,Moderate,4.56,1999,28,2009,2013,2027,625,43.1,28.6,112.42,51.2,63.1,12.67,58.35,FinalHarvest,2027,100.0
864,Zone-5,Boundary,Good,Low Rainfall,Sandy,Steep,19.52,2011,25,2019,2024,2036,625,21.3,19.3,160.49,30.4,55.1,10.66,71.72,FinalHarvest,2036,91.0
865,Zone-5,Farmer,Excellent,High Rainfall,Sandy,Steep,24.14,2013,33,2022,2029,2046,816,18.4,16.7,148.35,23.1,58.8,15.86,40.59,SecondThinning,2029,95.6
866,Zone-4,Block,Medium,Medium Rainfall,Loam,Steep,7.35,2015,20,2023,2031,2035,1111,13.2,8.0,15.52,17.3,46.7,16.45,22.92,SecondThinning,2031,93.3
867,Zone-1,Block,Poor,Low Rainfall,Clay,Steep,1.39,2018,20,2025,2033,2038,1600,14.3,11.3,4.49,16.8,65.7,18.52,34.18,SecondThinning,2033,95.1
868,Zone-3,Farmer,Medium,Low Rainfall,Laterite,Flat,8.89,2002,23,2009,2014,2025,1111,43.6,28.8,223.26,42.7,48.8,5.22,17.14,FinalHarvestOverdue,2025,98.6
869,Zone-4,Farmer,Medium,Medium Rainfall,Sandy,Moderate,8.43,2012,25,2019,2024,2037,1111,26.7,20.8,93.63,21.0,47.2,15.6,64.58,FinalHarvest,2037,85.4
870,Zone-3,Farmer,Poor,Medium Rainfall,Clay,Flat,13.01,2019,22,2029,2035,2041,1111,13.8,11.7,42.01,14.9,50.7,1.93,18.23,FirstThinning,2029,95.3
871,Zone-2,Boundary,Poor,High Rainfall,Sandy,Flat,4.9,2005,19,2013,2020,2024,625,27.9,20.1,54.96,38.5,50.2,7.85,61.76,FinalHarvestOverdue,2025,100.0
872,Zone-1,Block,Medium,Low Rainfall,Loam,Steep,19.56,2018,25,2025,2031,2043,1111,14.5,10.7,60.69,12.2,51.1,18.01,7.73,SecondThinning,2031,92.2
873,Zone-2,Estate,Good,Low Rainfall,Clay,Moderate,10.97,1995,27,2005,2007,2022,1600,41.9,27.1,249.13,60.6,43.5,2.8,42.08,FinalHarvestOverdue,2025,98.9
874,Zone-5,Boundary,Poor,High Rainfall,Sandy,Moderate,6.9,2012,21,2021,2024,2033,625,26.6,14.4,52.86,24.0,68.9,2.82,24.37,FinalHarvest,2033,95.4
875,Zone-4,Farmer,Good,Medium Rainfall,Laterite,Flat,24.4,2006,23,2016,2020,2029,625,21.0,14.2,145.52,42.8,49.8,14.26,70.21,FinalHarvest,2029,97.8
876,Zone-5,Estate,Good,Low Rainfall,Sandy,Moderate,19.43,2005,23,2013,2021,2028,1600,23.8,14.6,135.03,35.5,49.3,15.24,61.61,FinalHarvest,2028,98.7
877,Zone-1,Boundary,Good,Low Rainfall,Laterite,Flat,8.49,2008,23,2017,2022,2031,625,25.4,15.1,65.13,29.9,68.3,0.18,71.86,FinalHarvest,2031,99.5
878,Zone-1,Block,Good,Medium Rainfall,Sandy,Moderate,4.81,2012,25,2019,2026,2037,1600,19.9,21.3,40.78,28.0,43.1,16.26,40.27,SecondThinning,2026,98.6
879,Zone-2,Farmer,Medium,Medium Rainfall,Sandy,Moderate,14.84,2018,21,2028,2034,2039,1111,10.5,9.3,28.98,15.7,45.8,10.6,30.82,FirstThinning,2028,95.8
880,Zone-4,Block,Good,Medium Rainfall,Loam,Flat,17.97,2003,29,2010,2015,2032,1111,36.8,29.0,383.55,45.9,57.3,16.31,48.52,FinalHarvest,2032,93.9
881,Zone-2,Farmer,Poor,Low Rainfall,Loam,Flat,18.55,2016,21,2024,2029,2037,816,17.7,11.4,74.86,19.5,61.5,16.62,6.03,SecondThinning,2029,97.9
882,Zone-1,Boundary,Medium,Medium Rainfall,Loam,Gentle,18.38,2020,20,2029,2034,2040,625,9.9,5.5,20.02,10.2,48.3,13.3,69.33,FirstThinning,2029,95.7
883,Zone-2,Farmer,Excellent,Medium Rainfall,Loam,Gentle,12.76,2003,31,2010,2017,2034,1111,33.7,21.9,188.35,46.8,65.0,14.99,44.32,FinalHarvest,2034,92.6
884,Zone-2,Block,Poor,Medium Rainfall,Loam,Moderate,7.7,2008,18,2018,2024,2026,1600,23.9,16.8,61.83,35.4,53.5,13.8,25.67,FinalHarvest,2026,100.0
885,Zone-4,Block,Good,Low Rainfall,Laterite,Gentle,11.52,1999,22,2007,2014,2021,1111,29.4,31.4,212.7,52.1,68.0,2.29,59.09,FinalHarvestOverdue,2025,100.0
886,Zone-5,Boundary,Poor,Medium Rainfall,Clay,Steep,1.49,2013,18,2021,2027,2031,625,20.5,16.0,9.77,28.6,67.9,17.13,48.08,SecondThinning,2027,100.0
887,Zone-5,Farmer,Excellent,High Rainfall,Sandy,Gentle,24.01,2005,33,2015,2021,2038,816,18.0,15.5,133.98,36.1,49.2,15.31,23.84,FinalHarvest,2038,84.6
888,Zone-3,Farmer,Excellent,High Rainfall,Clay,Flat,10.12,2014,28,2022,2028,2042,1111,26.6,16.9,90.99,24.6,56.0,9.91,37.31,SecondThinning,2028,98.0
889,Zone-5,Estate,Poor,Low Rainfall,Loam,Gentle,10.86,1996,19,2006,2011,2015,1600,27.1,31.9,187.77,58.5,61.6,4.49,21.09,FinalHarvestOverdue,2025,100.0
890,Zone-3,Estate,Poor,Medium Rainfall,Sandy,Steep,3.89,2003,22,2013,2016,2025,1600,31.8,22.8,56.41,40.2,64.2,15.84,45.27,FinalHarvestOverdue,2025,100.0
891,Zone-2,Estate,Excellent,High Rainfall,Clay,Gentle,16.78,2017,25,2027,2030,2042,1111,17.1,8.6,49.35,16.0,46.9,11.56,5.01,FirstThinning,2027,98.4
892,Zone-3,Boundary,Excellent,High Rainfall,Loam,Flat,18.73,2015,34,2022,2029,2049,625,11.5,12.9,55.57,17.3,41.4,3.67,67.05,SecondThinning,2029,91.7
893,Zone-2,Farmer,Good,Medium Rainfall,Sandy,Steep,6.42,1999,22,2006,2012,2021,816,37.5,30.6,147.34,50.0,60.6,3.16,9.75,FinalHarvestOverdue,2025,100.0
894,Zone-2,Block,Excellent,Low Rainfall,Loam,Moderate,1.84,2000,35,2010,2012,2035,1600,40.3,22.5,33.37,46.5,43.3,4.66,65.94,FinalHarvest,2035,85.7
895,Zone-3,Boundary,Excellent,Low Rainfall,Loam,Steep,11.2,2014,32,2023,2028,2046,625,20.6,15.7,72.45,24.3,63.2,0.5,35.44,SecondThinning,2028,97.8
896,Zone-4,Block,Poor,High Rainfall,Sandy,Gentle,22.62,2002,22,2009,2018,2024,1111,32.9,27.8,413.77,48.1,64.5,1.15,18.48,FinalHarvestOverdue,2025,100.0
897,Zone-2,Farmer,Medium,Low Rainfall,Sandy,Gentle,13.94,1997,22,2004,2011,2019,816,31.6,21.6,190.3,52.8,52.8,17.02,20.4,FinalHarvestOverdue,2025,99.8
898,Zone-2,Estate,Medium,High Rainfall,Laterite,Flat,11.13,2015,24,2022,2029,2039,1111,11.3,9.7,24.4,23.5,40.9,15.33,63.5,SecondThinning,2029,92.6
899,Zone-1,Estate,Poor,Medium Rainfall,Loam,Flat,2.98,2001,21,2008,2016,2022,1111,26.1,27.6,42.93,52.7,40.8,3.08,31.5,FinalHarvestOverdue,2025,97.8
900,Zone-4,Estate,Good,Medium Rainfall,Clay,Gentle,3.04,1999,30,2009,2013,2029,1111,35.4,29.2,62.85,48.5,64.7,5.85,51.62,FinalHarvest,2029,97.9
901,Zone-1,Boundary,Excellent,Medium Rainfall,Sandy,Steep,12.22,1996,34,2003,2008,2030,625,38.2,30.6,285.68,56.8,59.1,1.86,59.29,FinalHarvest,2030,94.2
902,Zone-3,Farmer,Excellent,Medium Rainfall,Sandy,Gentle,10.91,2020,29,2028,2034,2049,816,8.3,5.5,9.96,13.2,63.6,7.57,8.14,FirstThinning,2028,99.1
903,Zone-1,Block,Poor,Medium Rainfall,Loam,Gentle,10.84,2014,22,2024,2030,2036,1111,25.9,14.1,79.17,23.2,59.1,18.78,74.35,SecondThinning,2030,96.0
904,Zone-2,Farmer,Poor,Low Rainfall,Clay,Flat,23.28,2007,20,2014,2023,2027,625,25.4,16.1,190.4,38.3,68.9,12.91,46.06,FinalHarvest,2027,100.0
905,Zone-4,Block,Medium,High Rainfall,Loam,Steep,18.24,2001,24,2008,2016,2025,1111,29.8,28.1,305.48,44.4,52.0,13.59,59.45,FinalHarvestOverdue,2025,98.8
906,Zone-5,Boundary,Excellent,Medium Rainfall,Loam,Flat,6.83,2008,27,2017,2024,2035,625,22.3,14.8,45.08,38.6,47.6,9.29,8.06,FinalHarvest,2035,89.7
907,Zone-4,Boundary,Excellent,Low Rainfall,Clay,Moderate,19.18,1996,27,2006,2009,2023,625,39.4,24.4,368.78,58.4,45.6,3.91,69.91,FinalHarvestOverdue,2025,99.3
908,Zone-1,Estate,Excellent,Medium Rainfall,Clay,Steep,20.01,2004,33,2011,2017,2037,1600,32.4,26.7,346.21,42.0,45.4,19.65,29.87,FinalHarvest,2037,84.9
909,Zone-2,Block,Poor,High Rainfall,Clay,Flat,7.95,2015,18,2024,2028,2033,1600,17.3,9.3,25.58,22.7,50.7,16.59,24.33,SecondThinning,2028,97.9
910,Zone-3,Estate,Excellent,High Rainfall,Loam,Gentle,20.34,1997,26,2007,2013,2023,1111,39.4,29.4,471.22,56.4,58.2,4.05,49.5,FinalHarvestOverdue,2025,100.0
911,Zone-2,Block,Medium,Low Rainfall,Laterite,Moderate,24.99,1996,23,2003,2008,2019,1600,43.4,27.3,592.17,58.0,62.8,6.62,34.2,FinalHarvestOverdue,2025,100.0
912,Zone-4,Block,Poor,Low Rainfall,Loam,Gentle,20.69,2020,18,2027,2034,2038,1111,5.6,4.5,10.43,11.0,67.7,4.96,33.3,FirstThinning,2027,100.0
913,Zone-4,Block,Good,High Rainfall,Clay,Flat,24.05,2008,22,2016,2023,2030,1111,24.1,16.8,194.75,37.9,42.3,12.11,65.64,FinalHarvest,2030,95.7
914,Zone-5,Boundary,Poor,High Rainfall,Clay,Gentle,6.55,2011,21,2020,2023,2032,625,23.9,20.1,62.93,27.1,45.1,14.49,75.62,FinalHarvest,2032,91.6
915,Zone-5,Farmer,Poor,Low Rainfall,Laterite,Moderate,9.04,2008,18,2015,2022,2026,1111,25.0,20.9,94.47,31.9,55.6,8.2,61.04,FinalHarvest,2026,100.0
916,Zone-3,Estate,Good,Low Rainfall,Laterite,Steep,11.29,2020,22,2027,2032,2042,1600,7.1,7.4,11.86,14.4,68.3,17.51,9.15,FirstThinning,2027,100.0
917,Zone-2,Boundary,Excellent,Medium Rainfall,Sandy,Flat,10.27,2016,32,2023,2030,2048,625,17.5,9.3,33.43,22.5,63.0,5.16,30.54,SecondThinning,2030,95.8
918,Zone-1,Block,Medium,Medium Rainfall,Sandy,Steep,16.03,2010,23,2018,2026,2033,1600,27.8,20.7,184.49,27.9,68.9,2.4,27.8,SecondThinning,2026,100.0
919,Zone-5,Estate,Excellent,Low Rainfall,Clay,Moderate,6.7,2016,33,2024,2031,2049,1600,11.7,11.9,18.66,19.1,43.7,2.14,32.79,SecondThinning,2031,90.5
920,Zone-1,Estate,Good,High Rainfall,Sandy,Moderate,7.86,2000,22,2010,2014,2022,1600,33.1,27.2,141.53,50.7,68.3,8.47,51.84,FinalHarvestOverdue,2025,100.0
921,Zone-4,Boundary,Excellent,Low Rainfall,Clay,Gentle,13.85,2006,34,2016,2022,2040,625,20.5,16.6,94.26,34.0,40.6,10.06,28.22,FinalHarvest,2040,80.5
922,Zone-5,Farmer,Medium,Low Rainfall,Sandy,Gentle,21.14,2020,21,2029,2033,2041,816,7.0,6.2,18.35,14.4,52.2,14.02,79.25,FirstThinning,2029,96.0
923,Zone-4,Farmer,Excellent,High Rainfall,Sandy,Steep,19.33,1995,35,2005,2008,2030,625,29.3,26.7,302.44,64.9,46.8,12.17,29.43,FinalHarvest,2030,91.4
924,Zone-5,Boundary,Medium,High Rainfall,Loam,Flat,21.06,2004,20,2013,2019,2024,625,42.7,21.4,384.88,38.4,60.9,12.24,30.6,FinalHarvestOverdue,2025,100.0
925,Zone-5,Farmer,Excellent,High Rainfall,Clay,Gentle,11.42,2003,26,2013,2019,2029,816,31.9,27.6,201.09,48.2,46.5,11.28,65.66,FinalHarvest,2029,95.9
926,Zone-1,Farmer,Medium,High Rainfall,Clay,Moderate,24.53,2019,20,2028,2032,2039,816,13.2,8.9,57.64,12.9,63.2,17.01,25.39,FirstThinning,2028,99.6
927,Zone-1,Estate,Medium,Medium Rainfall,Loam,Flat,1.16,2011,23,2021,2026,2034,1600,28.0,14.9,9.68,32.8,51.6,4.12,11.09,SecondThinning,2026,98.1
928,Zone-2,Boundary,Poor,Low Rainfall,Sandy,Steep,13.67,2014,20,2021,2028,2034,625,24.3,14.6,97.0,24.4,41.6,8.22,18.29,SecondThinning,2028,95.3
929,Zone-5,Farmer,Excellent,High Rainfall,Laterite,Gentle,2.21,2006,28,2015,2020,2034,1111,27.0,17.5,20.88,39.0,51.7,1.26,75.72,FinalHarvest,2034,91.1
930,Zone-2,Block,Excellent,High Rainfall,Loam,Gentle,9.27,2012,26,2022,2027,2038,1111,27.2,21.9,110.44,26.7,68.0,1.43,63.33,SecondThinning,2027,100.0
931,Zone-1,Block,Good,Low Rainfall,Loam,Gentle,5.86,2002,23,2010,2016,2025,1111,39.3,22.1,101.79,44.4,68.8,2.26,45.85,FinalHarvestOverdue,2025,100.0
932,Zone-1,Block,Poor,Low Rainfall,Loam,Flat,2.89,2000,18,2010,2012,2018,1600,40.0,22.9,52.94,50.1,60.1,2.73,42.18,FinalHarvestOverdue,2025,100.0
933,Zone-5,Boundary,Excellent,Low Rainfall,Loam,Gentle,11.74,2016,33,2025,2030,2049,625,12.1,8.3,23.58,22.6,65.9,6.53,15.56,SecondThinning,2030,96.0
934,Zone-4,Boundary,Poor,Low Rainfall,Laterite,Moderate,7.83,1996,19,2006,2009,2015,625,38.6,30.0,181.34,57.0,56.0,18.56,72.88,FinalHarvestOverdue,2025,100.0
935,Zone-4,Farmer,Medium,Low Rainfall,Sandy,Gentle,16.34,2010,24,2018,2022,2034,625,19.9,18.2,118.36,34.7,45.1,10.97,60.09,FinalHarvest,2034,88.4
936,Zone-4,Block,Medium,Medium Rainfall,Loam,Gentle,22.04,2011,21,2020,2026,2032,1600,21.4,18.6,175.46,27.5,62.2,9.91,57.71,SecondThinning,2026,100.0
937,Zone-5,Block,Excellent,High Rainfall,Sandy,Steep,12.48,1996,31,2006,2009,2027,1111,35.4,29.7,262.42,61.6,40.5,15.31,33.21,FinalHarvest,2027,94.7
938,Zone-2,Estate,Medium,Low Rainfall,Loam,Moderate,8.87,2000,20,2010,2014,2020,1600,40.5,26.5,190.39,49.5,43.1,5.37,47.71,FinalHarvestOverdue,2025,98.6
939,Zone-1,Farmer,Poor,High Rainfall,Loam,Moderate,14.63,2009,22,2016,2025,2031,625,23.3,19.5,132.94,29.4,58.7,10.88,63.75,FinalHarvest,2031,94.9
940,Zone-1,Farmer,Medium,Low Rainfall,Clay,Flat,23.83,2017,25,2025,2033,2042,816,17.8,11.6,98.41,17.9,55.2,5.91,14.75,SecondThinning,2033,91.0
941,Zone-5,Boundary,Poor,High Rainfall,Sandy,Moderate,9.32,2015,22,2025,2027,2037,625,15.6,10.6,30.82,18.6,45.4,17.91,35.12,SecondThinning,2027,96.3
942,Zone-4,Block,Medium,High Rainfall,Loam,Flat,23.41,2009,22,2019,2021,2031,1600,25.2,19.3,227.71,31.6,58.3,9.9,45.65,FinalHarvest,2031,94.9
943,Zone-5,Block,Excellent,High Rainfall,Loam,Gentle,8.68,2013,28,2023,2025,2041,1111,24.8,14.0,60.27,25.4,60.5,15.87,32.65,FinalHarvest,2041,85.9
944,Zone-3,Estate,Good,Medium Rainfall,Laterite,Moderate,17.45,2013,22,2020,2025,2035,1600,20.8,18.3,132.84,26.8,50.3,7.55,23.84,FinalHarvest,2035,92.3
945,Zone-5,Block,Excellent,High Rainfall,Laterite,Gentle,4.37,2014,29,2022,2027,2043,1600,24.8,19.9,43.13,25.5,63.7,16.62,21.66,SecondThinning,2027,100.0
946,Zone-2,Estate,Good,Medium Rainfall,Loam,Moderate,2.91,2016,27,2024,2032,2043,1111,15.8,13.6,12.51,14.8,68.4,7.84,77.65,SecondThinning,2032,96.9
947,Zone-2,Block,Medium,High Rainfall,Loam,Moderate,13.71,2020,25,2029,2032,2045,1600,9.3,7.8,19.89,10.0,61.3,7.45,6.92,FirstThinning,2029,96.3
948,Zone-4,Boundary,Excellent,High Rainfall,Clay,Flat,15.64,2019,32,2028,2033,2051,625,11.8,9.2,33.96,13.3,43.6,13.54,43.42,FirstThinning,2028,93.9
949,Zone-5,Estate,Poor,Medium Rainfall,Laterite,Gentle,2.13,2011,20,2019,2025,2031,1600,18.9,16.9,13.61,26.9,42.6,5.94,13.06,FinalHarvest,2031,92.5
950,Zone-3,Farmer,Poor,Low Rainfall,Loam,Moderate,15.87,2001,21,2011,2017,2022,1111,29.8,25.1,237.41,51.5,41.4,19.2,24.93,FinalHarvestOverdue,2025,97.9
951,Zone-2,Estate,Good,Low Rainfall,Sandy,Moderate,5.26,2007,30,2014,2023,2037,1111,23.6,18.8,46.68,39.3,62.7,0.23,32.07,FinalHarvest,2037,89.5
952,Zone-2,Boundary,Excellent,Low Rainfall,Loam,Moderate,14.38,2020,31,2030,2032,2051,625,9.8,7.5,21.14,10.8,52.5,15.11,45.42,FirstThinning,2030,94.1
953,Zone-3,Boundary,Medium,Low Rainfall,Laterite,Moderate,13.25,2018,25,2027,2034,2043,625,15.1,12.4,49.62,13.2,50.9,17.35,64.07,FirstThinning,2027,96.2
954,Zone-5,Boundary,Medium,High Rainfall,Loam,Moderate,23.99,1998,20,2008,2012,2018,625,25.5,31.2,381.73,49.1,41.2,3.2,28.01,FinalHarvestOverdue,2025,98.2
955,Zone-2,Farmer,Poor,Low Rainfall,Loam,Flat,20.18,2005,18,2013,2017,2023,816,21.4,14.3,123.51,37.0,59.0,11.16,18.66,FinalHarvestOverdue,2025,100.0
956,Zone-1,Boundary,Good,Medium Rainfall,Laterite,Steep,15.07,2017,29,2025,2032,2046,625,17.7,12.1,64.55,20.4,52.7,17.99,64.16,SecondThinning,2032,92.9
957,Zone-3,Block,Medium,High Rainfall,Sandy,Gentle,9.79,2011,25,2019,2025,2036,1111,20.1,21.7,85.4,28.3,64.2,3.54,45.75,FinalHarvest,2036,89.8
958,Zone-1,Farmer,Medium,Low Rainfall,Loam,Gentle,15.56,2015,20,2024,2031,2035,1111,10.5,12.4,40.52,23.9,55.6,8.37,41.72,SecondThinning,2031,95.1
959,Zone-2,Block,Good,Low Rainfall,Loam,Steep,10.7,2017,23,2027,2030,2040,1600,17.2,10.9,40.12,14.2,62.4,7.33,52.08,FirstThinning,2027,100.0
960,Zone-4,Farmer,Excellent,Low Rainfall,Sandy,Moderate,4.42,1997,33,2007,2012,2030,625,36.1,28.8,91.91,54.9,56.5,3.71,37.97,FinalHarvest,2030,94.1
961,Zone-1,Block,Medium,Low Rainfall,Laterite,Gentle,5.76,2020,25,2028,2036,2045,1600,9.8,7.7,8.69,10.0,45.2,11.58,47.52,FirstThinning,2028,94.0
962,Zone-5,Farmer,Excellent,Low Rainfall,Sandy,Steep,20.19,2016,34,2023,2030,2050,1111,14.4,8.9,51.75,22.0,49.8,7.34,77.31,SecondThinning,2030,92.4
963,Zone-5,Farmer,Good,High Rainfall,Clay,Moderate,11.03,2010,29,2020,2023,2039,1111,26.1,16.3,93.85,34.4,57.1,5.29,24.04,FinalHarvest,2039,86.8
964,Zone-4,Estate,Medium,Medium Rainfall,Laterite,Flat,5.48,2000,23,2007,2013,2023,1600,31.6,28.0,96.97,51.0,62.8,18.22,58.91,FinalHarvestOverdue,2025,100.0
965,Zone-2,Block,Good,Low Rainfall,Loam,Gentle,4.58,2020,23,2028,2034,2043,1111,8.6,6.9,5.44,10.0,45.7,0.85,8.33,FirstThinning,2028,97.9
966,Zone-5,Block,Excellent,High Rainfall,Laterite,Moderate,17.41,2017,30,2026,2030,2047,1600,15.1,10.4,54.68,11.6,65.1,15.04,79.82,FirstThinning,2026,100.0
967,Zone-1,Farmer,Poor,Medium Rainfall,Clay,Gentle,23.14,2015,18,2024,2027,2033,816,10.5,13.0,63.17,16.6,46.3,14.59,72.39,SecondThinning,2027,98.1
968,Zone-1,Estate,Medium,High Rainfall,Loam,Moderate,16.94,1997,22,2005,2012,2019,1111,38.1,28.8,371.76,52.9,58.4,4.01,5.37,FinalHarvestOverdue,2025,100.0
969,Zone-4,Block,Poor,Low Rainfall,Laterite,Flat,15.61,1998,19,2008,2010,2017,1600,39.6,21.4,264.57,50.6,66.0,18.49,77.01,FinalHarvestOverdue,2025,100.0
970,Zone-4,Block,Medium,Low Rainfall,Sandy,Flat,3.78,2007,23,2014,2020,2030,1600,18.4,18.9,26.29,31.3,44.1,6.92,60.69,FinalHarvest,2030,92.6
971,Zone-5,Block,Medium,Low Rainfall,Loam,Flat,8.05,2001,23,2011,2015,2024,1600,35.7,27.9,160.36,47.6,66.3,16.24,63.25,FinalHarvestOverdue,2025,100.0
972,Zone-1,Farmer,Good,Low Rainfall,Sandy,Flat,7.83,2020,30,2030,2036,2050,1111,9.6,7.4,11.12,10.8,49.8,2.78,49.72,FirstThinning,2030,94.0
973,Zone-4,Farmer,Poor,High Rainfall,Loam,Moderate,24.87,2006,21,2013,2018,2027,1111,25.2,18.6,233.14,36.5,63.4,11.71,66.76,FinalHarvest,2027,100.0
974,Zone-1,Farmer,Excellent,Low Rainfall,Loam,Moderate,5.58,2006,33,2015,2022,2039,816,21.9,20.1,49.13,34.3,65.4,5.26,10.62,FinalHarvest,2039,86.9
975,Zone-2,Estate,Medium,Medium Rainfall,Sandy,Steep,3.95,2014,21,2024,2027,2035,1111,20.8,15.3,25.14,23.2,53.3,14.46,11.4,SecondThinning,2027,98.3
976,Zone-4,Estate,Excellent,Low Rainfall,Loam,Gentle,21.64,2011,35,2018,2025,2046,1111,20.6,20.9,186.34,31.3,60.5,12.88,21.64,FinalHarvest,2046,78.1
977,Zone-3,Estate,Medium,Low Rainfall,Sandy,Flat,15.79,2007,23,2017,2021,2030,1111,26.9,16.5,140.17,31.6,53.3,13.57,79.85,FinalHarvest,2030,94.5
978,Zone-3,Boundary,Excellent,Low Rainfall,Loam,Moderate,12.51,1998,27,2007,2013,2025,625,33.7,21.3,179.6,54.5,63.1,15.97,43.56,FinalHarvestOverdue,2025,100.0
979,Zone-1,Farmer,Poor,High Rainfall,Laterite,Gentle,3.41,2007,20,2014,2022,2027,1111,22.2,14.3,21.65,31.1,42.9,14.56,32.47,FinalHarvest,2027,96.6
980,Zone-1,Farmer,Poor,High Rainfall,Sandy,Moderate,17.9,2009,18,2017,2025,2027,1111,22.1,14.8,117.09,27.5,61.4,6.71,77.66,FinalHarvest,2027,100.0
981,Zone-3,Boundary,Good,Medium Rainfall,Clay,Gentle,20.22,2000,23,2008,2012,2023,625,25.3,25.2,257.83,48.5,65.8,13.56,38.51,FinalHarvestOverdue,2025,100.0
982,Zone-4,Boundary,Excellent,Low Rainfall,Loam,Flat,14.47,2005,28,2013,2021,2033,625,22.0,20.6,131.16,44.2,53.2,5.16,37.81,FinalHarvest,2033,92.4
983,Zone-4,Block,Medium,Low Rainfall,Clay,Flat,13.59,1999,25,2009,2011,2024,1600,26.2,23.2,165.21,51.1,43.0,19.31,52.01,FinalHarvestOverdue,2025,96.6
984,Zone-1,Estate,Poor,Low Rainfall,Laterite,Steep,17.0,1998,20,2005,2010,2018,1111,36.7,26.5,330.67,58.4,42.0,14.33,61.8,FinalHarvestOverdue,2025,98.4
985,Zone-3,Estate,Good,Low Rainfall,Sandy,Moderate,19.83,1996,26,2003,2012,2022,1111,37.9,27.2,408.85,58.0,67.4,15.69,44.69,FinalHarvestOverdue,2025,100.0
986,Zone-4,Farmer,Poor,Low Rainfall,Laterite,Steep,17.44,2008,21,2017,2020,2029,816,27.1,21.6,204.17,30.5,54.5,19.06,41.38,FinalHarvest,2029,96.5
