documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
650,R-ORD-2016-205,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2016,2018-01-30,2021-10-06,Superseded,Circle-South,60,community;patrol;rules;wildlife
651,R-NOT-2010-411,Revenue,Notification,Digital Monitoring,Digital Monitoring – Notification,Revenue Department Notification on Digital Monitoring,2010,2021-04-24,2022-03-12,Superseded,Circle-North,49,budget;climate;community
652,F-NOT-2016-420,Forest,Notification,Digital Monitoring,Digital Monitoring – Notification,Forest Department Notification on Digital Monitoring,2016,2025-04-11,,Active,Circle-South,106,campa;teak
653,F-NOT-2012-543,Finance,Notification,Climate Mission,Climate Mission – Notification,Finance Department Notification on Climate Mission,2012,2016-08-26,,Active,Circle-East,70,campa;fire
654,F-NOT-2010-424,Forest,Notification,Digital Monitoring,Digital Monitoring – Notification,Forest Department Notification on Digital Monitoring,2010,2010-04-23,,Active,Statewide,61,budget;community;fire
655,F-CIR-2012-755,Finance,Circular,Wildlife Protection,Wildlife Protection – Circular,Finance Department Circular on Wildlife Protection,2012,2017-05-08,,Active,Circle-North,30,campa;rules;teak;wildlife
656,P-ORD-2023-651,Planning,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Planning Department Order on CAMPA Utilisation,2023,2018-03-03,,Active,Circle-West,36,campa;eco;land;patrol
657,P-ORD-2023-930,Planning,Order,Fire Management,Fire Management – Order,Planning Department Order on Fire Management,2023,2012-12-03,2016-06-29,Superseded,Statewide,79,community;digital
658,R-OM-2012-286,Revenue,OM,Climate Mission,Climate Mission – OM,Revenue Department OM on Climate Mission,2012,2018-08-22,,Active,Circle-West,23,campa;eco;marketing
659,R-OM-2019-467,Revenue,OM,Wildlife Protection,Wildlife Protection – OM,Revenue Department OM on Wildlife Protection,2019,2024-10-22,,Active,Statewide,115,budget;community;land
660,R-OM-2012-558,Revenue,OM,Fire Management,Fire Management – OM,Revenue Department OM on Fire Management,2012,2018-10-01,,Active,Circle-North,24,community;eco;land
661,W-NOT-2020-929,Wildlife,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Wildlife Department Notification on CAMPA Utilisation,2020,2010-06-22,,Active,Statewide,14,budget;wildlife
662,P-ORD-2019-762,Planning,Order,Wildlife Protection,Wildlife Protection – Order,Planning Department Order on Wildlife Protection,2019,2024-04-22,,Active,Circle-South,104,digital;plantation;teak
663,R-ORD-2020-662,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2020,2014-08-04,2015-08-31,Superseded,Circle-West,33,community;patrol
664,F-NOT-2024-884,Forest,Notification,Fire Management,Fire Management – Notification,Forest Department Notification on Fire Management,2024,2019-04-07,,Active,Circle-East,106,eco;fire
665,R-OM-2025-663,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2025,2018-12-24,2021-06-18,Superseded,Statewide,10,climate;fire;offence
666,F-OM-2025-846,Finance,OM,Land Allotment,Land Allotment – OM,Finance Department OM on Land Allotment,2025,2012-01-19,,Active,Circle-South,37,marketing;plantation;rules
667,R-OM-2020-806,Revenue,OM,Community Forestry,Community Forestry – OM,Revenue Department OM on Community Forestry,2020,2021-02-13,,Active,Circle-South,69,budget;campa;community;plantation
668,W-ORD-2023-059,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2023,2025-10-18,,Active,Circle-North,91,budget;plantation
669,F-ORD-2024-601,Forest,Order,Land Allotment,Land Allotment – Order,Forest Department Order on Land Allotment,2024,2017-04-13,,Active,Circle-East,1,land;patrol;plantation;wildlife
670,F-OM-2012-840,Finance,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Finance Department OM on CAMPA Utilisation,2012,2011-04-24,,Active,Circle-East,32,patrol;wildlife
671,F-OM-2014-840,Finance,OM,Climate Mission,Climate Mission – OM,Finance Department OM on Climate Mission,2014,2023-12-24,2027-03-11,Superseded,Statewide,16,budget;community;land;patrol
672,P-GUI-2023-130,Planning,Guideline,Community Forestry,Community Forestry – Guideline,Planning Department Guideline on Community Forestry,2023,2022-09-21,,Active,Circle-West,29,budget;eco;teak
673,W-CIR-2014-094,Wildlife,Circular,Teak Plantation,Teak Plantation – Circular,Wildlife Department Circular on Teak Plantation,2014,2025-06-18,2027-11-03,Superseded,Statewide,118,community;eco;offence;rules
674,W-OM-2016-390,Wildlife,OM,Budget Release,Budget Release – OM,Wildlife Department OM on Budget Release,2016,2018-02-16,,Active,Circle-East,37,climate;digital;plantation
675,F-NOT-2020-523,Finance,Notification,Wildlife Protection,Wildlife Protection – Notification,Finance Department Notification on Wildlife Protection,2020,2013-08-07,,Active,Circle-West,92,climate;fire
676,R-CIR-2022-472,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2022,2010-02-25,,Active,Circle-East,84,campa;digital;marketing;plantation
677,F-OM-2015-409,Finance,OM,Climate Mission,Climate Mission – OM,Finance Department OM on Climate Mission,2015,2020-04-19,,Active,Circle-East,35,budget;teak
678,F-ORD-2013-187,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2013,2021-09-21,2026-08-26,Superseded,Circle-East,87,climate;eco;marketing;wildlife
679,R-ORD-2021-931,Revenue,Order,Climate Mission,Climate Mission – Order,Revenue Department Order on Climate Mission,2021,2013-07-22,,Active,Circle-East,36,community;rules
680,F-OM-2025-592,Finance,OM,Teak Plantation,Teak Plantation – OM,Finance Department OM on Teak Plantation,2025,2024-05-04,,Active,Circle-West,89,climate;rules
681,P-CIR-2025-629,Planning,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Planning Department Circular on CAMPA Utilisation,2025,2024-08-18,2026-12-24,Superseded,Statewide,73,budget;fire;teak
682,W-NOT-2018-052,Wildlife,Notification,Digital Monitoring,Digital Monitoring – Notification,Wildlife Department Notification on Digital Monitoring,2018,2024-05-30,,Active,Circle-North,108,budget;climate;community;digital
683,R-GUI-2016-604,Revenue,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Revenue Department Guideline on Digital Monitoring,2016,2013-03-16,,Active,Circle-East,45,budget;campa;wildlife
684,F-OM-2016-696,Forest,OM,Teak Plantation,Teak Plantation – OM,Forest Department OM on Teak Plantation,2016,2011-07-21,,Active,Circle-East,9,budget;climate;offence;patrol
685,R-NOT-2023-543,Revenue,Notification,Fire Management,Fire Management – Notification,Revenue Department Notification on Fire Management,2023,2010-05-26,,Active,Circle-South,106,climate;fire;marketing
686,W-OM-2012-950,Wildlife,OM,Wildlife Protection,Wildlife Protection – OM,Wildlife Department OM on Wildlife Protection,2012,2012-09-02,,Active,Circle-East,110,campa;community;plantation;teak
687,P-NOT-2014-547,Planning,Notification,Eco Tourism,Eco Tourism – Notification,Planning Department Notification on Eco Tourism,2014,2022-10-18,,Active,Circle-South,45,campa;rules
688,R-ORD-2018-984,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2018,2014-08-27,2018-01-06,Superseded,Circle-West,27,marketing;teak
689,P-GUI-2012-655,Planning,Guideline,Community Forestry,Community Forestry – Guideline,Planning Department Guideline on Community Forestry,2012,2020-04-20,,Active,Circle-East,54,digital;land;marketing;wildlife
690,R-NOT-2025-496,Revenue,Notification,Teak Plantation,Teak Plantation – Notification,Revenue Department Notification on Teak Plantation,2025,2012-01-09,,Active,Circle-East,70,campa;offence
691,W-ORD-2023-308,Wildlife,Order,Climate Mission,Climate Mission – Order,Wildlife Department Order on Climate Mission,2023,2016-08-25,,Active,Circle-East,84,campa;community
692,R-GUI-2023-575,Revenue,Guideline,Land Allotment,Land Allotment – Guideline,Revenue Department Guideline on Land Allotment,2023,2012-09-18,,Active,Circle-South,105,campa;land;rules
693,P-ORD-2020-086,Planning,Order,Teak Plantation,Teak Plantation – Order,Planning Department Order on Teak Plantation,2020,2014-03-29,,Active,Circle-East,88,campa;climate;eco;plantation
694,P-OM-2012-858,Planning,OM,Budget Release,Budget Release – OM,Planning Department OM on Budget Release,2012,2025-04-14,2028-04-07,Superseded,Circle-North,100,digital;eco;fire;land
695,W-ORD-2020-368,Wildlife,Order,Eco Tourism,Eco Tourism – Order,Wildlife Department Order on Eco Tourism,2020,2013-08-08,,Active,Statewide,29,digital;patrol;wildlife
696,F-ORD-2013-918,Forest,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Forest Department Order on CAMPA Utilisation,2013,2010-12-24,,Active,Circle-West,69,budget;eco;patrol;teak
697,R-ORD-2018-335,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2018,2015-05-06,,Active,Circle-North,11,fire;offence;plantation
698,F-GUI-2010-445,Forest,Guideline,Community Forestry,Community Forestry – Guideline,Forest Department Guideline on Community Forestry,2010,2015-07-01,2017-10-14,Superseded,Circle-West,19,budget;patrol;wildlife
699,F-OM-2013-691,Finance,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Finance Department OM on CAMPA Utilisation,2013,2024-07-13,2027-04-15,Superseded,Circle-North,114,community;fire;marketing;plantation
700,F-CIR-2020-688,Forest,Circular,Digital Monitoring,Digital Monitoring – Circular,Forest Department Circular on Digital Monitoring,2020,2010-10-08,,Active,Circle-South,109,budget;climate;eco;offence
701,R-OM-2025-028,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2025,2020-10-14,,Active,Circle-East,24,budget;offence;wildlife
702,F-CIR-2014-109,Finance,Circular,Land Allotment,Land Allotment – Circular,Finance Department Circular on Land Allotment,2014,2016-04-05,,Active,Circle-East,58,community;offence
703,P-NOT-2022-476,Planning,Notification,Wildlife Protection,Wildlife Protection – Notification,Planning Department Notification on Wildlife Protection,2022,2018-09-21,2020-11-21,Superseded,Circle-East,27,budget;climate;community;digital
704,P-NOT-2024-193,Planning,Notification,Digital Monitoring,Digital Monitoring – Notification,Planning Department Notification on Digital Monitoring,2024,2025-10-26,,Active,Circle-West,114,eco;patrol
705,R-NOT-2020-935,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2020,2016-10-18,,Active,Circle-East,75,community;eco
706,R-ORD-2022-391,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2022,2023-09-10,,Active,Circle-North,104,campa;climate;patrol
707,W-ORD-2023-981,Wildlife,Order,Digital Monitoring,Digital Monitoring – Order,Wildlife Department Order on Digital Monitoring,2023,2015-07-01,,Active,Statewide,115,budget;community;digital;wildlife
708,F-CIR-2020-121,Forest,Circular,Fire Management,Fire Management – Circular,Forest Department Circular on Fire Management,2020,2023-11-13,,Active,Circle-East,48,fire;rules
709,F-ORD-2011-882,Forest,Order,Land Allotment,Land Allotment – Order,Forest Department Order on Land Allotment,2011,2016-03-19,,Active,Statewide,54,community;digital;offence;wildlife
710,P-ORD-2024-333,Planning,Order,Fire Management,Fire Management – Order,Planning Department Order on Fire Management,2024,2014-10-23,,Active,Circle-West,104,land;rules
711,P-ORD-2014-850,Planning,Order,Community Forestry,Community Forestry – Order,Planning Department Order on Community Forestry,2014,2013-02-21,,Active,Circle-South,42,community;patrol
712,F-GUI-2023-547,Finance,Guideline,Teak Plantation,Teak Plantation – Guideline,Finance Department Guideline on Teak Plantation,2023,2022-11-01,2027-09-24,Superseded,Circle-West,38,fire;land
713,R-NOT-2015-417,Revenue,Notification,Wildlife Protection,Wildlife Protection – Notification,Revenue Department Notification on Wildlife Protection,2015,2014-07-28,,Active,Circle-North,56,budget;campa;community;rules
714,F-NOT-2010-622,Forest,Notification,Teak Plantation,Teak Plantation – Notification,Forest Department Notification on Teak Plantation,2010,2019-03-16,,Active,Circle-South,50,digital;marketing;teak
715,W-ORD-2018-217,Wildlife,Order,Community Forestry,Community Forestry – Order,Wildlife Department Order on Community Forestry,2018,2013-12-15,,Active,Statewide,85,marketing;rules
716,F-GUI-2022-541,Forest,Guideline,Eco Tourism,Eco Tourism – Guideline,Forest Department Guideline on Eco Tourism,2022,2015-05-11,,Active,Circle-West,9,fire;patrol;plantation;teak
717,F-OM-2016-183,Forest,OM,Wildlife Protection,Wildlife Protection – OM,Forest Department OM on Wildlife Protection,2016,2011-12-18,,Active,Circle-North,84,campa;climate;fire
718,R-NOT-2013-747,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2013,2015-04-06,,Active,Circle-West,115,campa;marketing;rules
719,F-NOT-2011-788,Finance,Notification,Teak Plantation,Teak Plantation – Notification,Finance Department Notification on Teak Plantation,2011,2020-06-11,,Active,Circle-North,98,budget;climate;offence;plantation
720,F-OM-2019-606,Forest,OM,Fire Management,Fire Management – OM,Forest Department OM on Fire Management,2019,2023-02-12,,Active,Circle-South,29,digital;eco;teak;wildlife
721,P-CIR-2016-574,Planning,Circular,Digital Monitoring,Digital Monitoring – Circular,Planning Department Circular on Digital Monitoring,2016,2010-05-24,,Active,Circle-North,54,fire;rules
722,W-NOT-2016-758,Wildlife,Notification,Wildlife Protection,Wildlife Protection – Notification,Wildlife Department Notification on Wildlife Protection,2016,2012-05-18,,Active,Circle-East,116,offence;patrol;plantation;rules
723,R-GUI-2018-843,Revenue,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Revenue Department Guideline on Wildlife Protection,2018,2017-05-18,2018-02-20,Superseded,Circle-East,93,budget;eco;rules;wildlife
724,W-GUI-2014-310,Wildlife,Guideline,Teak Plantation,Teak Plantation – Guideline,Wildlife Department Guideline on Teak Plantation,2014,2019-05-08,2022-10-30,Superseded,Circle-North,111,land;patrol
725,W-NOT-2024-690,Wildlife,Notification,Fire Management,Fire Management – Notification,Wildlife Department Notification on Fire Management,2024,2022-08-18,,Active,Circle-West,13,digital;offence
726,R-ORD-2011-963,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2011,2011-09-28,,Active,Circle-East,47,campa;community;fire;rules
727,F-ORD-2013-996,Finance,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Finance Department Order on CAMPA Utilisation,2013,2020-09-20,,Active,Circle-North,34,budget;fire;land;teak
728,W-CIR-2010-483,Wildlife,Circular,Digital Monitoring,Digital Monitoring – Circular,Wildlife Department Circular on Digital Monitoring,2010,2023-06-24,,Active,Circle-West,28,budget;teak
729,R-OM-2010-291,Revenue,OM,Digital Monitoring,Digital Monitoring – OM,Revenue Department OM on Digital Monitoring,2010,2019-07-28,,Active,Circle-South,76,offence;teak
730,R-GUI-2024-873,Revenue,Guideline,Land Allotment,Land Allotment – Guideline,Revenue Department Guideline on Land Allotment,2024,2024-09-28,,Active,Circle-West,103,campa;fire;marketing
731,R-ORD-2014-628,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2014,2021-02-26,,Active,Statewide,9,community;eco;patrol;plantation
732,P-NOT-2015-969,Planning,Notification,Climate Mission,Climate Mission – Notification,Planning Department Notification on Climate Mission,2015,2010-12-30,,Active,Circle-North,64,digital;rules;teak
