ruleId,priorityScore,effectiveFrom,effectiveToOrBlank,jurisdiction,minLevel,maxLevel,domain,actionType,minThreshold,maxThreshold,requiresWrittenOrder,requiresLegalVet,primaryApproverRole,secondaryApproverRole,citationCode,shortTitle
957,30,2025-10-12,,Circle-South,Range,Circle,Land,PermitIssue,100.00,1100.00,1,1,DFO,APCCF,RULE-LA-0957,Land PermitIssue threshold rule 957
958,30,2015-07-08,,Statewide,Beat,HeadOffice,Fire,PermitIssue,10.00,510.00,0,0,CF,APCCF,RULE-FI-0958,Fire PermitIssue threshold rule 958
959,87,2019-05-05,,Circle-South,Beat,Circle,Wildlife,LandUseChange,50.00,75.00,0,0,PCCF,,RULE-WI-0959,Wildlife LandUseChange threshold rule 959
960,16,2023-03-18,,Circle-West,Beat,Circle,Timber,TransportPass,500.00,1000.00,0,1,RO,FinanceOfficer,RULE-TI-0960,Timber TransportPass threshold rule 960
961,22,2024-10-29,,Circle-West,Circle,HeadOffice,Transport,TransportPass,25.00,1025.00,0,0,FinanceOfficer,RO,RULE-TR-0961,Transport TransportPass threshold rule 961
962,58,2023-08-03,2027-08-03,Circle-South,Division,HeadOffice,Timber,LandUseChange,500.00,550.00,1,0,LegalOfficer,CF,RULE-TI-0962,Timber LandUseChange threshold rule 962
963,30,2022-02-10,2029-02-10,Circle-North,Range,Circle,Budget,OffenceCompounding,0.00,50.00,0,0,CF,,RULE-BU-0963,Budget OffenceCompounding threshold rule 963
964,95,2019-05-29,,Circle-East,Division,Circle,Fire,OffenceCompounding,10.00,110.00,1,0,DFO,RO,RULE-FI-0964,Fire OffenceCompounding threshold rule 964
965,50,2019-07-23,,Circle-South,Division,Division,Transport,OffenceCompounding,50.00,150.00,1,0,DFO,APCCF,RULE-TR-0965,Transport OffenceCompounding threshold rule 965
966,58,2019-01-14,,Circle-West,Beat,Division,Timber,LandUseChange,500.00,550.00,1,0,PCCF,,RULE-TI-0966,Timber LandUseChange threshold rule 966
967,83,2020-10-12,2024-10-12,Circle-North,Division,HeadOffice,Wildlife,TransportPass,100.00,200.00,1,0,CF,LegalOfficer,RULE-WI-0967,Wildlife TransportPass threshold rule 967
968,97,2019-01-09,,Circle-North,Range,Circle,Wildlife,BudgetSanction,100.00,600.00,1,0,CF,,RULE-WI-0968,Wildlife BudgetSanction threshold rule 968
969,100,2023-06-20,2025-06-20,Circle-South,Circle,HeadOffice,Fire,FireClearance,0.00,1000.00,0,1,CF,LegalOfficer,RULE-FI-0969,Fire FireClearance threshold rule 969
970,75,2021-02-14,2025-02-14,Circle-South,Circle,HeadOffice,Land,TransportPass,50.00,75.00,1,0,FinanceOfficer,APCCF,RULE-LA-0970,Land TransportPass threshold rule 970
971,45,2023-07-02,2030-07-02,Circle-West,Beat,Division,Fire,LandUseChange,500.00,550.00,1,0,FinanceOfficer,CF,RULE-FI-0971,Fire LandUseChange threshold rule 971
972,53,2025-12-01,,Circle-South,Beat,Division,Wildlife,OffenceCompounding,0.00,1000.00,1,0,FinanceOfficer,,RULE-WI-0972,Wildlife OffenceCompounding threshold rule 972
973,67,2019-07-16,,Circle-North,Circle,HeadOffice,Fire,FireClearance,100.00,125.00,1,1,CF,PCCF,RULE-FI-0973,Fire FireClearance threshold rule 973
974,84,2024-01-31,,Circle-West,Range,Division,Transport,TransportPass,10.00,510.00,1,0,DFO,CF,RULE-TR-0974,Transport TransportPass threshold rule 974
975,47,2017-07-16,,Circle-East,Division,Division,Fire,PermitIssue,500.00,550.00,1,0,DFO,,RULE-FI-0975,Fire PermitIssue threshold rule 975
976,81,2025-01-12,,Circle-South,Division,HeadOffice,Transport,TransportPass,25.00,125.00,1,0,DFO,FinanceOfficer,RULE-TR-0976,Transport TransportPass threshold rule 976
977,27,2025-07-25,2026-07-25,Circle-West,Division,Division,Land,LandUseChange,100.00,200.00,0,1,CF,,RULE-LA-0977,Land LandUseChange threshold rule 977
978,70,2020-12-22,2027-12-22,Statewide,Division,Division,Wildlife,LandUseChange,50.00,1050.00,1,0,PCCF,APCCF,RULE-WI-0978,Wildlife LandUseChange threshold rule 978
979,68,2016-05-22,2021-05-22,Statewide,Circle,HeadOffice,Fire,BudgetSanction,50.00,100.00,1,0,CF,,RULE-FI-0979,Fire BudgetSanction threshold rule 979
980,92,2024-10-12,2029-10-12,Statewide,Beat,Division,Fire,FireClearance,50.00,1050.00,1,0,APCCF,FinanceOfficer,RULE-FI-0980,Fire FireClearance threshold rule 980
981,18,2025-09-26,,Circle-East,Beat,Division,Fire,TransportPass,500.00,1500.00,1,0,PCCF,,RULE-FI-0981,Fire TransportPass threshold rule 981
982,12,2018-12-18,,Circle-East,Circle,Circle,Fire,OffenceCompounding,0.00,50.00,0,0,CF,PCCF,RULE-FI-0982,Fire OffenceCompounding threshold rule 982
983,95,2016-02-27,2017-02-27,Circle-South,Circle,Circle,Land,LandUseChange,10.00,510.00,0,1,PCCF,DFO,RULE-LA-0983,Land LandUseChange threshold rule 983
984,41,2024-11-25,,Circle-South,Division,Circle,Fire,BudgetSanction,0.00,100.00,1,0,RO,,RULE-FI-0984,Fire BudgetSanction threshold rule 984
985,62,2020-04-12,,Circle-South,Division,Division,Land,LandUseChange,10.00,35.00,0,1,DFO,LegalOfficer,RULE-LA-0985,Land LandUseChange threshold rule 985
986,44,2022-04-08,,Statewide,Range,Division,Timber,LandUseChange,500.00,600.00,0,0,DFO,,RULE-TI-0986,Timber LandUseChange threshold rule 986
987,76,2017-10-20,,Circle-West,Range,Circle,Land,FireClearance,100.00,200.00,1,0,APCCF,DFO,RULE-LA-0987,Land FireClearance threshold rule 987
988,64,2023-02-07,,Circle-North,Circle,HeadOffice,Wildlife,OffenceCompounding,0.00,250.00,1,0,RO,LegalOfficer,RULE-WI-0988,Wildlife OffenceCompounding threshold rule 988
989,34,2024-12-29,,Circle-West,Range,Range,Transport,BudgetSanction,500.00,550.00,0,0,DFO,,RULE-TR-0989,Transport BudgetSanction threshold rule 989
990,93,2019-05-23,,Circle-South,Circle,HeadOffice,Timber,PermitIssue,500.00,550.00,0,0,DFO,,RULE-TI-0990,Timber PermitIssue threshold rule 990
991,1,2023-09-03,,Circle-West,Beat,Circle,Land,BudgetSanction,50.00,150.00,0,0,DFO,,RULE-LA-0991,Land BudgetSanction threshold rule 991
992,86,2022-06-05,,Circle-South,Beat,Range,Fire,LandUseChange,10.00,1010.00,0,1,APCCF,CF,RULE-FI-0992,Fire LandUseChange threshold rule 992
993,80,2017-04-03,2018-04-03,Circle-South,Beat,HeadOffice,Land,LandUseChange,25.00,75.00,1,1,FinanceOfficer,,RULE-LA-0993,Land LandUseChange threshold rule 993
994,31,2019-11-04,,Circle-North,Beat,Division,Budget,OffenceCompounding,50.00,100.00,1,0,LegalOfficer,,RULE-BU-0994,Budget OffenceCompounding threshold rule 994
995,92,2015-02-10,,Statewide,Division,HeadOffice,Budget,BudgetSanction,500.00,600.00,0,1,APCCF,,RULE-BU-0995,Budget BudgetSanction threshold rule 995
996,100,2023-08-28,,Circle-North,Range,Range,Wildlife,TransportPass,500.00,1000.00,0,0,LegalOfficer,,RULE-WI-0996,Wildlife TransportPass threshold rule 996
997,45,2018-03-12,,Statewide,Division,Division,Wildlife,FireClearance,50.00,1050.00,0,0,RO,,RULE-WI-0997,Wildlife FireClearance threshold rule 997
998,90,2023-12-25,2028-12-25,Circle-East,Range,HeadOffice,Timber,OffenceCompounding,0.00,250.00,1,0,CF,,RULE-TI-0998,Timber OffenceCompounding threshold rule 998
999,99,2021-04-16,2022-04-16,Circle-East,Range,Circle,Budget,FireClearance,10.00,1010.00,0,1,FinanceOfficer,FinanceOfficer,RULE-BU-0999,Budget FireClearance threshold rule 999
1000,18,2021-04-20,,Circle-East,Circle,Circle,Fire,LandUseChange,25.00,525.00,0,0,RO,,RULE-FI-1000,Fire LandUseChange threshold rule 1000
